,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Exit Target,LP Tag,Entity Type,Stage,Sector Focus,Sectors Avoided,Typical Cheque Size,Min Cheque Size,Max Cheque Size,Fund Contacts,Investments,Website,Location,,,Investor Notes,Interactions (Blume),Introductions (Startups),Lead flag,Impact/ESG flag,Connected?,Conflicts / Common Cos,Status,Priority,Sector Grouping
Lightspeed Growth,TG 1 ($100-500M),,Venture Capital,"""Growth (C,D)"",Late Growth (>$500M),""Mid (B,C)""","BFSI & Fintech,Agritech,Consumer",,$30M,$20M,$50M,Anuvrat Jain,"Sharechat,Zetwerk,CredAvenue,Acko,Hubilo,Zepto,PocketFM,Razorpay",https://lsvp.com/about/,BOM,,,Division of Lightspeed Venture Partners; series B to pre-IPO,24-11-21 | Lightspeed Growth,"17-08-21 | Lightspeed Growth?Squadstack,24-05-21 | Lightspeed Growth?Spinny,23-08-21 | Lightspeed Growth?Instamojo,25-05-21 | Lightspeed Growth?Servify,30-08-21 | Lightspeed Growth?Ultrahuman,31-08-21 | Lightspeed Growth?Ati Motors,24-11-21 | Lightspeed Growth?Healthify,24-11-21 | Lightspeed Growth?Intrcity,07-12-21 | Lightspeed Growth?Locus,02-04-22 | Lightspeed Growth?Futwork,02-04-22 | Lightspeed Growth?Jai Kisan,02-04-22 | Lightspeed Growth?Kaleidofin,02-04-22 | Lightspeed Growth?Procol,02-04-22 | Lightspeed Growth?Stellapps",checked,,checked,"Sharechat?Koo, Zepto?Dunzo",,High,"BFSI & Fintech,Agritech,Consumer"
Lightspeed Ventures,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,"Michael Romano,Dev Khare,Vaibhav Agrawal,Harsha Kumar,Bejul Somaia,Akshay Bhushan,Hemant Mohapatra,Rahul Taneja,Alex Taussig,Priyal Motwani,Romit,Rikkin,Rohil Bagga,Rahul Nadkarni,Anuj Bhargava,Shuvi Shrivastava,Vidur Chhabra,Pranav Hari","Byju's,Oyo,Sharechat,Zetwerk,Hubilo,Nexprt,Apna,FastFox,Pixxel,Zolve,Teachmint,Innovaccer,Uni Card,Darwinbox,Udaan",,"BLR,SIN,SFO",,,Lightspeed India Partners $500 M Seed - Series A India focused fund launched in Apr 22 (fintrackr),,"02-09-21 | Lightspeed Ventures?Airavana,31-01-22 | Lightspeed Ventures?Wizcommerce,02-04-22 | Lightspeed Ventures?Aerem,02-04-22 | Lightspeed Ventures?Apnaklub,02-04-22 | Lightspeed Ventures?BeatO,02-04-22 | Lightspeed Ventures?Ethereal,02-04-22 | Lightspeed Ventures?Futwork,02-04-22 | Lightspeed Ventures?Glamplus,02-04-22 | Lightspeed Ventures?Idfy,02-04-22 | Lightspeed Ventures?Instamojo,02-04-22 | Lightspeed Ventures?Kaleidofin,02-04-22 | Lightspeed Ventures?Autoverse,02-04-22 | Lightspeed Ventures?Procol,02-04-22 | Lightspeed Ventures?Rocketium,02-04-22 | Lightspeed Ventures?Scribble Data,02-04-22 | Lightspeed Ventures?Stage3,02-04-22 | Lightspeed Ventures?Stellapps,02-04-22 | Lightspeed Ventures?THB,02-04-22 | Lightspeed Ventures?Tricog,02-04-22 | Lightspeed Ventures?Unocoin,02-04-22 | Lightspeed Ventures?Webengage,02-04-22 | Lightspeed Ventures?Zipy,04-04-22 | Lightspeed Ventures?Ultrahuman,19-05-22 | Lightspeed Ventures?Bureau,19-09-22 | Lightspeed Ventures?Alippo,19-09-22 | Lightspeed Ventures?ChefKart,19-09-22 | Lightspeed Ventures?Enumerate,19-09-22 | Lightspeed Ventures?Fleek,19-09-22 | Lightspeed Ventures?Glamplus,19-09-22 | Lightspeed Ventures?Jobsgaar,19-09-22 | Lightspeed Ventures?Living Food,19-09-22 | Lightspeed Ventures?Multipl,19-09-22 | Lightspeed Ventures?cAImera (Relove),19-09-22 | Lightspeed Ventures?STAGE,19-09-22 | Lightspeed Ventures?TrueFan,19-09-22 | Lightspeed Ventures?TrulyMadly,19-09-22 | Lightspeed Ventures?Wify,19-09-22 | Lightspeed Ventures?Zapkey,19-09-22 | Lightspeed Ventures?Zapscale,19-09-22 | Lightspeed Ventures?Zipy,19-09-22 | Lightspeed Ventures?BlueCopa,19-09-22 | Lightspeed Ventures?Scenes,13-02-23 | Lightspeed Ventures?Zapscale,13-02-23 | Lightspeed Ventures?Zipy,20-10-23 | Lightspeed Ventures?Resellme,08-10-24 | Lightspeed Ventures?SmartStaff,23-10-24 | Lightspeed Ventures?Bambrew,23-10-24 | Lightspeed Ventures?Procol,23-10-24 | Lightspeed Ventures?Multipl,28-02-24 | Lightspeed Ventures?Apnaklub,28-02-24 | Lightspeed Ventures?Freakins,28-02-24 | Lightspeed Ventures?Jai Kisan,28-02-24 | Lightspeed Ventures?Tricog,28-02-24 | Lightspeed Ventures?Tricog",checked,,,"Byju's?Unacademy, Sharechat?Koo, Nexprt?Wizcommerce, Apna?SmartStaff, ?FastFox, ?Pixxel, ?Zolve, Teachmint?Classplus, Uolo, Innovaccer?THB, Uni Card?Slice, Udaan?LoveLocal",,,
Lightstreet,TG 2 ($500M+),,Venture Capital,"""Growth (C,D)"",Late Growth (>$500M)","Consumer,Software & Technology,Supply chain & Logistics",,,,,"Glen Kacher,Robert Wenzell",BlackBuck,http://lightstreet.com/,California,,,"Specialises in credit and equity fundamental investment strategy, with technology and media focus. $4.4bn AUM
Invests in e-commerce, sharing economy, social media, cloud application, cloud infrastructure, fintech, and security sectors.",,,,,,,,,
Ligo Partners,TG 1 ($100-500M),,Family Office,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""",Software & Technology,,,,,Alexander Newman,"Zolve,D-matrix",https://www.ligopartners.com/,"NYC,USA (other),SIN,UAE",,,"Miami-based venture-focused family office consortium (~$300B of combined FO wealth), allowing their FOs to invest in tech-deals across the world.
Deployed $455mn since 2022.",23-07-24 | Ligo Partners,,,,checked,?Zolve,,Low,
Lingotto ( fka Exor Capital),,,Venture Capital,"Seed,""Early (A,B)""","EV & Mobility,Consumer,BFSI & Fintech,Software & Technology,Healthcare & Lifesciences",,,,,"Ashish Kaushik,Nikhil Srinivasan","Ultraviolette,TVS Supply Chain Solutions",,Europe (other),,,"Connected via Alok at Rothschild (reference to Ati)
Run by Agnelli family; Amsterdam Based
",,,checked,,,,,,Diversified
Lion Ventures,,,Venture Capital,Seed,,,,,,Anurag Mehrotra,,,,,,,,,,,,,,,
Liquid2 Ventures,,,,"Angel & Pre-Seed,Seed",,,,,,,,,,,,,,,,,,,,,
LKP Trading House,,,,"Seed,""Early (A,B)""",,,,,,Pratik Doshi,Routematic,,,,,,,,,,,?Routematic,Active,,
Lockheed Martin Ventures,,,Corporate VC,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Locus Investments (Ashish Dhawan FO),,,,Seed,,,,,,"Akhil Dhawan,Ashish Dhawan",,,,,,,,,,,,,,,
LogX Ventures,,,Venture Capital,"""Early (A,B)""",,,,,,,"Scribble Data,ElectricPe",,,,,,,,,,,"?Scribble Data, ?ElectricPe",,,
Lok Capital,TG 1 ($100-500M),,Venture Capital,"""Early (A,B)""",,,,,,"Venkatesh Natarajan,Priyamvada Ramkumar",,,,,,,,25-09-24 | Lok Capital?DPDZero,,,,,,,
Lone Pine Capital,TG 1 ($100-500M),,Crossover,"""Growth (C,D)"",""Mid (B,C)"",Late Growth (>$500M)","BFSI & Fintech,Software & Technology,Healthcare & Lifesciences,Consumer,Supply chain & Logistics,EV & Mobility",,,,,Kelly Granat,"Razorpay,Groww",https://www.lonepinecapital.com/,"NYC,USA (other)",,,"$16bn AUM
3 strategies:
- long-only: multi-industry stock selection, 25% limitation on Emerging Markets
- long/short equity
- growth equity: private growth-stage (typically Series C-D) companies. Pursues opportunities in Software, Financial Technology, Healthcare, and Consumer.",,,checked,,,Groww?Smallcase,,,Diversified
Lowe's  Companies Inc,,,,,,,,,,Jimmi James,,,,,,,,"23-10-24 | Lowe's  Companies Inc?Grey Orange,23-10-24 | Lowe's  Companies Inc?Flash,23-10-24 | Lowe's  Companies Inc?Ultrahuman,23-10-24 | Lowe's  Companies Inc?Dataweave,25-10-24 | Lowe's  Companies Inc?Ati Motors,23-10-24 | Lowe's  Companies Inc?Ati Motors,23-10-24 | Lowe's  Companies Inc?Bambrew,23-10-24 | Lowe's  Companies Inc?Multipl,23-10-24 | Lowe's  Companies Inc?Apnaklub,23-10-24 | Lowe's  Companies Inc?Procol",,,,,Active,,
Lowercarbon Capital,,,,"Seed,""Early (A,B)""",,,,,,Chris Sacca,,,,,,,,,,,,,,,
LTS Investments,,,Fund-of-Funds or LP,Late Growth (>$500M),"Healthcare & Lifesciences,Software & Technology,Consumer,BFSI & Fintech",,,,,,,https://www.lts-investments.com/About,Europe (other),,,"From Slice Investor Tracker 210813
Supports the existing and new investments of a group of partners responsible for developing several businesses over the last 40 years.
No India Investments.",,,,,,,Active,,
Lumikai Fund,,,Venture Capital,Seed,,,,,,Justin Shriram Keeling,,,,,,,,,,,,,,,
Lumis Partners,,,Private Equity,"Seed,""Early (A,B)""",,,,,,"Sandeep Sinha,David Wilton",,,,,,,18-11-22 | Lumis Partners,,,,,,,,
Lumos Capital,,,Venture Capital,"""Mid (B,C)"",""Growth (C,D)""",Edtech & Upskilling,,,$10M,$30M,"Rohan Wadhwa,James Tieng",,https://www.lumoscapitalgroup.com/,"NYC,SFO",,,"Invests in growth stage technology companies in the human capital development sector (education technology, workforce development, and knowledge services).",07-06-23 | Lumos Capital,26-02-21 | Lumos Capital?Classplus,,,checked,,,,
Lunate Investments,"TG 1 ($100-500M),TG 2 ($500M+)",Potential LP,Venture Capital,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Consumer,Software & Technology,BFSI & Fintech,Edtech & Upskilling,EV & Mobility,Healthcare & Lifesciences,Supply chain & Logistics",,$30M,$15M,$100M,"Yugansh Gupta,Francisco Loranca,Amer Al Ameri",Spinny,https://lunate.com/,UAE,,,"Ex-ADG. Abu Dhabi based IM with $105 Bn AUM. Sector agnostic.
Sr. B to pre-IPO deals, $15-100m cheques, no stake or primary/secondary criteria.
Potential LP for Blume Funds as well",05-09-24 | Lunate Investments,"11-09-24 | Lunate Investments?Exotel,11-09-24 | Lunate Investments?Ultrahuman,18-09-24 | Lunate Investments?Idfy,18-09-24 | Lunate Investments?Atomicwork",checked,,checked,?Spinny,,,Diversified
Lupa Systems,TG 1 ($100-500M),,Venture Capital,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","Software & Technology,Edtech & Upskilling,Consumer,Industrials",,,,,Olivia Bonner,"Doubtnut,VerSe",https://lupasystems.com/,NYC,,,"Prefers to make investments in the technology and media industries, impact-driven companies focused on environmental sustainability, particularly within the Indo-Pacific region. ",,,,,,Doubtnut?Unacademy,,,Diversified
Lux Capital,,,,"Seed,""Early (A,B)""",,,,,,Shahin Farshchi,,,SFO,,,,,,,,,,,,
Luxor Capital Group,TG 3 (Pre-IPO),,Crossover,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M),Public Markets","BFSI & Fintech,EV & Mobility,Software & Technology,Consumer,Supply chain & Logistics",,,$20M,$50M,Christian Leone,"Zomato,Vahak,VerSe",https://www.luxorcap.com/,NYC,,,"Fundamentally-driven strategy focused hedge fund.
Prefers fundamental equity and credit, event-driven, credit arbitrage, structural arbitrage, distressed, value-based equity, relative value, commodity-related, activist, and special situation-based investments across multiple asset classes.
11 private funds and ~$5bn AUM. 
PE related approach focusing on private companies called the Closed-End Approach.
(Limited info available)",,,,,,Zomato?Dunzo,,,Diversified
M Venture Partners,,,,Seed,,,,,,Hiran Embuldeniya,,,,,,,10-04-23 | M Venture Partners,,,,,,,,
M&A Intro,,,,,,,,,,M&A Intro,,,,,,,"12-08-22 | M&A Intro,17-08-22 | M&A Intro,06-09-22 | M&A Intro","01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,01-08-22 | M&A Intro?Bureau,09-08-22 | M&A Intro?Pixxel,24-08-22 | M&A Intro?Locus",,,,,,,
M&G Catalyst,TG 2 ($500M+),,Venture Capital,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Healthcare & Lifesciences,Impact/ESG,BFSI & Fintech,EV & Mobility,Software & Technology",,,,,"Niranjan Sirdeshpande,Abhay Sagar,Praveg patil","Pixxel,LivPure,Vivriti Capital",https://www.mandg.com/,"London,BOM",,,"$6b impact fund in in London with European LPs. Flexible definition of impact allows investment in adjacencies on m/f & process efficiencies (hence invested in Pixxel).
Praveg - Moved to new Singapore office. Will manage SE Asia, India, Australia/NZ, Korea, Japan. 
Catalyst program for small fund investments, considering direct also.",30-09-24 | M&G Catalyst,,checked,checked,checked,?Pixxel,Active,,Diversified
M&S Partners,,,,"Seed,""Early (A,B)""",,,,,,Hiro-san Mashita,Mettl,,,,,,,,,,,?Mettl,,,
M&Y Growth Partners,,,Venture Capital,Seed,,,,,,,,,,,,,,,,,,,,,
M12,TG 1 ($100-500M),,Corporate VC,"""Early (A,B)"",Seed","Software & Technology,BFSI & Fintech,Healthcare & Lifesciences,Consumer,Supply chain & Logistics,Agritech,EV & Mobility",,,,,"Abhi Kumar (xM12),Todd Graham","Innovaccer,Fareye,Salesken",,"SFO,BLR",,,"Microsoft's VC Fund investing in series A & B tech companies in AI, cloud infra, Vertical SaaS, Cybersecurity, developer tools, web3 + gaming. ",,15-03-21 | M12?Webengage,checked,,checked,"Innovaccer?THB, Fareye?Locus",,,"Software & Technology,BFSI & Fintech,Healthcare & Lifesciences,Consumer,Supply chain & Logistics,Agritech,EV & Mobility"
Magna,,,Corporate BSheet,"""Early (A,B)"",""Mid (B,C)""","EV & Mobility,Impact/ESG",,,,,"Jim Chen,Chris Hannesson",Yulu,https://www.magna.com/,CAN,,,"Canada based automotive products supplier and mobile tech co.
Focuses its investments on emerging automotive technologies such as electrification, autonomous driving, and sustainability",,,checked,,,?Yulu,Active,,"EV & Mobility,Impact/ESG"
Mahindra Partners,,,,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Maj Invest,,,Venture Capital,"""Early (A,B)""","Software & Technology,Healthcare & Lifesciences,BFSI & Fintech,Impact/ESG,Agritech,RE & Infra",,,,,"David Paradiso,Victor Pinto,Jens Aaløse","FlexiLoans,Namdev Finvest,Belstar Microfinance,Epimoney",,Europe (other),,,"Asset management firm based in Copenagen. Minority PE & VC investor in life science, tech and energy transition cos., core focus on ESG in Danish SMEs.",,,checked,,,,,,Diversified
Malabar Investments,TG 3 (Pre-IPO),,Crossover,"Late Growth (>$500M),""Growth (C,D)"",Public Markets","Consumer,Software & Technology,Impact/ESG,BFSI & Fintech,Supply chain & Logistics,RE & Infra,EV & Mobility",,$20M,$10M,$50M,"Akshay Mansukhani,Dhruva Mukherjee,Sumeet Nagar","Gupshup,Cartrade",https://www.malabarinvest.com/,BOM,,,"$1.2B fund, of which ~30% is founders' capital
India-focussed boutique investing firm investing in small to mid-size cos. 
Pre IPO deals - CarTrade, Laxmi Organics (chemicals)",01-02-22 | Malabar Investments,,checked,,checked,"Gupshup?Exotel, Cartrade?Spinny",,,Diversified
Mando Corporation,,,Corporate BSheet,"Late Growth (>$500M),Public Markets","Industrials,EV & Mobility",,,,,Jae Chung,Rebel Foods,https://www.hlmando.com/ko/main.do,Korea,,,Korea-based manufacturer and supplier of major auto components to OEMs and aftermarket.,,,,,,,,,
Mango Solutions,,,Venture Capital,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Mankekar FO,TG 1 ($100-500M),,Family Office,"""Growth (C,D)""","BFSI & Fintech,Software & Technology,Consumer",,,,,,"PharmEasy,MyGlamm",NA,BOM,,,Looking for co-investments at the early-growth stage. Looks to get very hands-on and involved in companies. Kedar Mankekar takes final decisions and leads.,30-11-21 | Mankekar FO,,,,checked,MyGlamm?Purplle,Active,,"BFSI & Fintech,Software & Technology,Consumer"
Manta Ray VC,,,,"""Early (A,B)""",,,,,,Claire,,,,,,"European Single Family Office of a Polish entrepreneur
$80M Fund I 2016 in 20+ investments, $125M Fund II 2019 in 25+ investments, currently raising Fund III from the LP
$1-5M checks in Seed ? Series A
50% USA, 40% Europe, 10% RoW
India investments to date: Cuemath
Focus sectors:
Education
Health and Wellbeing
Climatetech, Decarbonization, Energy Transition",09-05-23 | Manta Ray VC,,,,,,,,
Manufactured,,,,"""Early (A,B)""",,,,,,Ben Mathias,,,,,,,,,,,,,,,
Manyavar FO,TG 3 (Pre-IPO),,Family Office,"Late Growth (>$500M),""Mid (B,C)"",""Growth (C,D)"",Public Markets,""Early (A,B)""",Consumer,,,,,Siddhartha Saraf,"Rare Rabbit,Firstcry",https://www.manyavar.com/en-in/about-us.html,,,,"Established by Ravi Modi, founder of Vedant Fashions serves as the investment arm. Focuses on growing the family's wealth through strategic investments across sectors, including fashion and retail.
Pre IPO in FirstCry (secondary)",,,checked,,,,Active,,
March Capital,TG 1 ($100-500M),,Venture Capital,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","Consumer,Software & Technology",,,,,"Rajan Mehra,Sumant Mandal,Ravi Rajamony","Shiprocket,Acceldata,Vayana,Uniphore",https://marchcp.com/,"BOM,USA (other)",,,"$1.65B+ in capital over 4 funds and deployed across 25+ market-leading technology companies.
Growth-stage venture firm investing in enterprise technology companies with established product-market fit.
In India, focus on domestic software companies.",,"04-01-22 | March Capital?Jai Kisan,05-04-22 | March Capital?STAGE,02-04-22 | March Capital?BeatO,02-04-22 | March Capital?Futwork,02-04-22 | March Capital?Rocketium,02-04-22 | March Capital?Scribble Data,19-05-22 | March Capital?Bureau",checked,,checked,,,,"Consumer,Software & Technology"
Mariwala FO (Sharrp Ventures),TG 3 (Pre-IPO),,Family Office,"Seed,""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M),Public Markets","Consumer,Supply chain & Logistics,Impact/ESG,Healthcare & Lifesciences",,,$1M,$3M,Rishabh Mariwala,"Purplle,Healthkart,Cureskin,MCaffeine,Firstcry",https://www.sharrpventures.com/,BOM,,,"Multi-asset class investment firm across listed equities, unlisted companies, and PE funds primarily in India and USA.
Invests in consumer-focused businesses and in select sub-segments in consumer tech, logistics/supply chain, and sustainability/climate change. (f&b, beauty, health, lifestyle).
lead/co-lead Series A/B; co-invest Series C+ to pre IPO
non-FMCG: later stage cos preferred
Pre IPO in FirstCry (secondary)",,,,,,?Purplle,,,Diversified
Mars Growth Capital,"TG 1 ($100-500M),TG 2 ($500M+)",,Private Equity,"""Growth (C,D)"",Late Growth (>$500M),Public Markets","Software & Technology,Consumer,Edtech & Upskilling,Impact/ESG,BFSI & Fintech,Healthcare & Lifesciences,EV & Mobility",,$50M,$25M,$100M,"Or Zorea,Aakash Tulsani,Madhurima Jaiswal","InMobi,Leap Finance,CarDekho,Meesho",https://www.marsgrowth.com/,SIN,,,"A. Equity Proposition
- MUFG & Liquidity Group-backed $500mn Singapore-based Mars Dragon Fund.
- Growth-stage, Series C+, <10% stake, $25-100m cheques. No local investment restrictions here. Can do secondaries also.
- Targeting 10 investments in India & SE Asia
- Valuations typically $300+ mn. Can do primary+secondary mix of max 60-40 ratio
- Prefer companies having ARR of atleast $10-15+ mn for software and $20-25+ mn for consumer.
- 5-7 year exit horizon; Can hold or invest further in public markets as well.

B. Private Credit Proposition: 
- $1 bn AUM, $700m under the Unicorn fund
- $25-100m cheques. Can go to $5-10m for exceptional cases, such as a fast-growing SaaS
- Largely sector agnostic, except crypto and gambling businesses (figuring out for lending businesses)
- Prefer being the sole lender. For >$100m deals, okay with bringing on more lenders.
- Preference for cross-border lending (vs on-ground) in USD currency to offshore entities. No direct lending to Indian entities (since no INR currency & don't want to compete with local market), but okay to figure out structured lending at group-level to offshore entities in USD (e.g. business in US but entity in India - Can figure out case-by-case).  
- Lending for growth/acquisition/refinancing only, not runway extension. Need 15-20m of existing runway.","11-04-23 | Mars Growth Capital,08-05-24 | Mars Growth Capital,31-07-24 | Mars Growth Capital","19-12-23 | Mars Growth Capital?Grey Orange,02-05-23 | Mars Growth Capital?Grey Orange,13-05-24 | Mars Growth Capital?Cashify,28-02-24 | Mars Growth Capital?Pixxel,28-02-24 | Mars Growth Capital?Zopper",checked,,checked,"Leap Finance?Leverage.biz, CarDekho?Spinny",,High,Diversified
Mars Shot Ventures,,,,Seed,,,,,,"Harshil Mathur,Shashank Kumar",,,,,,,,,,,,,Active,,
Marshall Wace,TG 3 (Pre-IPO),,Crossover,"Late Growth (>$500M),Public Markets","BFSI & Fintech,Software & Technology,Healthcare & Lifesciences,RE & Infra,Consumer",,$50M,$15M,$100M,"Amit Rajpal,Raohan Kapur","Policybazaar,Turtlemint,Vayana,CRED",https://www.mwam.com/,"HKG,London,NYC",,,"Leading global hedge fund known for its quantitative investment strategies and expertise in equity long/short and multi-strategy funds.
NEED a line of sight to exit; $69bn+ in assets.
Tech and data are core areas.
Has a long term strategic partnership with KKR.",,"03-08-21 | Marshall Wace?Instamojo,07-09-21 | Marshall Wace?Slice,07-09-21 | Marshall Wace?Jai Kisan,07-09-21 | Marshall Wace?Smallcase,07-09-21 | Marshall Wace?Turtlemint,20-05-21 | Marshall Wace?Servify,11-01-22 | Marshall Wace?Turtlemint",checked,,checked,"Policybazaar?Turtlemint, Zopper, ?Turtlemint, CRED?Slice",,,Diversified
Marubeni Ventures,TG 2 ($500M+),,Corporate VC,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Consumer,Healthcare & Lifesciences,Software & Technology,BFSI & Fintech",,$100M,$20M,$200M,"Mio Uematsu,Hiroki Eda,Yu Teshima",Carbon Clean,https://www.marubeni-ventures.com/en/,SIN,,,"Thematic consumption focussed fund investing in SE-Asia.
Focus sub-sectors: F&B, consumer products & services, digital leaders, M&E, healthcare (medical consumables, devices, wellness)  
$50Mn - $1Bn valuation range. Looks for significant minority or majority holdings.",,"17-11-23 | Marubeni Ventures?Printo,17-11-23 | Marubeni Ventures?Dunzo,17-11-23 | Marubeni Ventures?Koo,20-11-23 | Marubeni Ventures?Turtlemint",checked,,checked,?Carbon Clean,,,Diversified
